"carat","cut","color","clarity","depth","table","price","x","y","z"
0.81,"Very Good","E","VS2",62.8,57,3839,5.9,5.95,3.72
0.8,"Ideal","D","VVS2",61.9,56,6004,5.91,5.95,3.67
1.01,"Good","F","SI2",62.5,59,3886,6.31,6.37,3.96
0.33,"Ideal","G","VVS1",61.4,55,820,4.46,4.48,2.74
1.59,"Premium","J","SI1",62.5,60,7695,7.42,7.46,4.65
2.01,"Premium","J","SI1",62.3,59,12048,8.03,7.97,4.98
0.3,"Very Good","G","VS1",61.4,58,605,4.32,4.35,2.66
1,"Very Good","F","SI1",62.8,59,4851,6.32,6.36,3.98
0.91,"Very Good","E","VS1",61.9,59,5259,6.17,6.23,3.84
0.73,"Fair","E","SI1",64.6,59,2317,5.69,5.64,3.66
1,"Very Good","E","SI1",63,54,7145,6.36,6.4,4.02
0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83
0.4,"Very Good","D","VVS2",62,61,1128,4.7,4.72,2.92
0.46,"Good","I","VVS1",63.5,57,1089,4.85,4.91,3.1
0.54,"Good","E","SI1",59.9,63,1601,5.25,5.3,3.16
1.5,"Ideal","G","SI2",61.4,56,8736,7.38,7.34,4.52
0.7,"Very Good","F","SI2",62.3,58,2070,5.65,5.71,3.54
0.7,"Ideal","F","SI1",62.3,56,2382,5.65,5.68,3.53
0.56,"Ideal","D","VS2",61.1,56,1963,5.3,5.33,3.25
0.6,"Fair","F","VVS2",60.1,66,2484,5.48,5.44,3.28
0.32,"Premium","H","SI2",60.4,59,504,4.42,4.39,2.66
0.33,"Premium","F","VS2",62.1,59,854,4.44,4.39,2.74
0.23,"Very Good","D","VVS2",59.6,61,499,3.99,4.03,2.39
0.71,"Premium","H","VS1",61.7,56,2401,5.81,5.67,3.54
0.5,"Premium","D","SI1",62.1,58,1654,5.1,5.07,3.16
1.15,"Very Good","H","SI1",62.4,57,5270,6.68,6.71,4.18
0.3,"Ideal","G","VVS2",61.5,55,878,4.32,4.3,2.65
1.01,"Very Good","F","SI2",63.3,57,4299,6.39,6.37,4.04
1.04,"Very Good","H","VS2",63.2,58,4911,6.45,6.42,4.07
0.42,"Ideal","H","VS1",61.4,56,1087,4.85,4.82,2.97
0.3,"Ideal","G","VVS1",62,54.9,735,4.3,4.33,2.68
0.48,"Ideal","F","VS2",62.4,54,1279,5.03,5.03,3.15
0.34,"Ideal","H","SI1",61.3,56,516,4.48,4.52,2.76
0.32,"Ideal","E","VS1",59.9,55,758,4.46,4.49,2.68
0.85,"Ideal","E","SI2",60.7,55,3441,6.14,6.19,3.74
0.31,"Ideal","D","VS2",62.1,54,942,4.36,4.34,2.7
0.4,"Premium","E","SI2",61.4,57,855,4.74,4.68,2.89
1.03,"Ideal","D","SI2",60.7,55,4839,6.61,6.53,3.99
0.79,"Ideal","D","SI1",61.3,54,3270,6.01,5.96,3.67
0.51,"Premium","E","VVS1",61.4,60,2323,5.11,5.05,3.12
0.79,"Very Good","E","VVS1",63.1,60,3796,5.88,5.84,3.7
0.42,"Very Good","G","SI1",61.9,55,798,4.78,4.88,2.99
1.22,"Premium","H","SI1",60.6,58,5063,6.91,6.86,4.17
1.04,"Good","F","VS2",63.7,58,6606,6.34,6.43,4.07
1.02,"Good","J","SI2",63.4,56,3534,6.36,6.42,4.05
1.19,"Premium","I","SI1",62.1,59,5664,6.84,6.78,4.23
1.05,"Premium","F","SI2",61.1,59,3672,6.54,6.61,4.02
0.72,"Premium","E","SI2",61.6,59,2019,5.83,5.68,3.55
1.37,"Very Good","G","SI2",62.4,58,6148,7,7.1,4.4
1.01,"Good","F","VS1",61.2,56,6825,6.42,6.49,3.95
0.54,"Ideal","G","SI1",61.9,55,1736,5.24,5.26,3.25
1.29,"Ideal","I","SI1",61.9,56,6372,6.97,7.03,4.33
0.4,"Ideal","F","IF",61.9,54,1406,4.75,4.81,2.96
0.4,"Very Good","J","IF",62.7,60,828,4.64,4.7,2.93
0.27,"Premium","E","VVS2",61.8,59,752,4.18,4.14,2.57
0.53,"Ideal","D","SI1",62,55,1631,5.22,5.24,3.24
1.01,"Ideal","E","IF",61.4,57,12865,6.53,6.46,3.99
0.71,"Ideal","E","SI1",61.7,55,3376,5.73,5.77,3.55
2,"Very Good","E","SI2",62.9,56,16064,7.94,8,5.01
0.42,"Good","F","SI1",63.1,56,722,4.79,4.82,3.03
0.9,"Ideal","G","VS2",62,57,4482,6.22,6.19,3.85
0.36,"Ideal","E","VS1",61.8,56,852,4.56,4.6,2.83
0.39,"Premium","E","VS2",61.4,58,951,4.73,4.68,2.89
1.34,"Ideal","I","VVS2",61.4,56,8079,7.07,7.09,4.35
1.12,"Ideal","H","SI1",62.7,56,4290,6.66,6.61,4.16
1.5,"Very Good","H","SI1",61,55,9987,7.35,7.44,4.51
0.23,"Very Good","F","VVS2",61.2,58,530,3.96,3.98,2.43
0.7,"Ideal","D","VS2",62.8,57,2998,5.69,5.75,3.59
0.31,"Ideal","F","IF",62.1,56,979,4.33,4.36,2.7
1.03,"Fair","E","I1",78.2,54,1262,5.72,5.59,4.42
0.3,"Ideal","G","IF",62.2,56,850,4.26,4.29,2.66
0.3,"Very Good","E","SI2",61.7,61,421,4.29,4.33,2.66
0.31,"Good","I","VS1",63.9,56,489,4.28,4.3,2.74
0.32,"Premium","I","VS1",62,58,648,4.4,4.37,2.72
0.5,"Ideal","H","SI1",62.4,56,1140,5.07,5.09,3.17
0.9,"Very Good","J","VS2",63.1,59,3024,6.09,6.05,3.83
1.03,"Ideal","G","VVS1",61.5,57,9691,6.47,6.52,3.99
0.42,"Premium","D","SI2",60,61,898,4.89,4.85,2.92
0.54,"Premium","G","SI1",60.3,57,1389,5.4,5.24,3.21
0.41,"Premium","G","VVS1",59.9,59,1151,4.79,4.83,2.88
0.51,"Good","E","VS2",63.1,59,1436,5.04,5.07,3.19
0.9,"Good","I","VS1",62.8,59,3447,6.11,6.18,3.86
0.39,"Ideal","G","VS1",62,55,1008,4.66,4.71,2.9
1.23,"Premium","J","VS2",62.7,58,4856,6.81,6.77,4.26
0.72,"Ideal","E","VS2",62.7,55,2691,5.76,5.73,3.6
0.25,"Good","E","VVS2",61.2,62,505,4.04,4.07,2.48
0.41,"Ideal","G","IF",62.1,57,1276,4.76,4.77,2.96
0.31,"Very Good","D","VS2",61.6,55,692,4.37,4.4,2.7
0.55,"Ideal","I","VVS1",62.7,57,1593,5.17,5.23,3.26
0.91,"Ideal","G","VS1",62.1,57,5795,6.17,6.2,3.84
1.51,"Ideal","J","VS2",62,56,8217,7.3,7.34,4.54
0.31,"Premium","F","VS2",61.5,56,802,4.41,4.34,2.69
0.72,"Ideal","F","SI2",61.9,57,2058,5.74,5.79,3.57
1.01,"Ideal","E","VVS1",62,57,10954,6.39,6.45,3.98
0.52,"Ideal","F","IF",62.2,55,2783,5.14,5.18,3.21
0.4,"Ideal","I","VS2",62.3,54,667,4.74,4.77,2.96
0.54,"Ideal","G","VVS1",62.2,53.9,2007,5.22,5.25,3.26
0.31,"Ideal","H","VS2",61.4,56,646,4.38,4.42,2.7
1,"Good","D","SI2",64.3,53,3965,6.34,6.29,4.06
1.01,"Premium","H","SI2",59.9,59,4242,6.55,6.48,3.9
0.31,"Premium","F","VS1",61.8,60,680,4.35,4.39,2.7
0.72,"Fair","F","VS2",55.4,64,2724,6.06,5.97,3.34
0.31,"Very Good","G","VS2",63.1,58,698,4.35,4.3,2.73
0.24,"Very Good","D","VS1",61.4,58,419,3.99,4.02,2.46
2.01,"Good","G","SI1",60.3,60,18625,8.07,8.18,4.9
0.7,"Very Good","G","VS2",58.2,60,2282,5.84,5.78,3.38
1.26,"Ideal","I","SI1",62.6,57,6597,6.89,6.92,4.32
1.23,"Ideal","F","VVS2",63,55,10580,6.89,6.79,4.31
0.56,"Ideal","F","VS1",61.7,54,1915,5.28,5.32,3.27
1,"Fair","H","SI1",65.5,57,3511,6.26,6.21,4.08
0.39,"Ideal","H","SI1",61.5,56,698,4.69,4.71,2.89
0.73,"Ideal","I","VS2",61.7,55,2453,5.79,5.82,3.58
1.26,"Good","J","SI1",63.9,58,4255,6.78,6.74,4.32
1.01,"Premium","F","VS2",61.5,58,6244,6.41,6.46,3.96
1.19,"Good","F","SI1",57.6,60,5825,6.98,7.02,4.03
0.71,"Premium","I","SI1",60.2,58,2173,5.83,5.76,3.49
0.31,"Ideal","G","VS2",59.1,57,698,4.48,4.45,2.64
0.51,"Very Good","G","VVS2",63.4,57,1895,5.09,5.06,3.22
0.28,"Ideal","H","VVS2",62,57,522,4.21,4.24,2.62
2.02,"Ideal","I","SI2",62.6,56,10181,8.05,8.01,5.03
0.5,"Ideal","G","VVS2",61.4,57,1935,5.13,5.1,3.14
0.78,"Very Good","J","SI1",59.4,62,2035,6.01,6.05,3.58
0.44,"Ideal","E","VVS2",61.8,56,1274,4.88,4.93,3.03
0.3,"Ideal","E","VS1",61.3,57,736,4.3,4.34,2.65
0.54,"Premium","E","SI1",62.2,58,1637,5.26,5.23,3.26
0.48,"Good","G","SI1",64.7,58,914,4.84,4.93,3.16
1,"Ideal","D","SI2",62.3,56,4427,6.39,6.33,3.96
0.31,"Ideal","E","VS2",62,55,680,4.33,4.35,2.69
0.35,"Ideal","F","VS1",61.4,55,923,4.54,4.58,2.8
0.31,"Very Good","H","VS2",60.5,63,489,4.33,4.37,2.63
0.36,"Very Good","E","SI1",61.3,56,631,4.58,4.62,2.82
1.2,"Very Good","G","VVS1",62.8,56,9609,6.73,6.75,4.23
0.28,"Ideal","E","VVS2",62.1,56,828,4.21,4.19,2.61
1.54,"Ideal","G","VS2",61.4,57,14103,7.47,7.42,4.57
1.04,"Very Good","J","VS2",59.5,59,4451,6.59,6.66,3.94
1.02,"Ideal","H","SI1",60.9,57,5522,6.51,6.55,3.98
0.71,"Very Good","G","VS2",62.1,62,2599,5.65,5.71,3.53
1.5,"Very Good","G","VS1",59.1,62,11216,7.38,7.42,4.37
0.7,"Premium","H","VVS2",62.1,58,2536,5.71,5.66,3.53
0.44,"Premium","H","VS2",61.3,58,810,4.88,4.91,3
0.36,"Ideal","H","VS1",61.5,55,651,4.59,4.62,2.83
0.4,"Very Good","D","SI1",60,56,708,4.82,4.85,2.9
0.56,"Ideal","D","SI1",61.9,55,1803,5.31,5.29,3.28
1,"Good","E","SI1",63.1,64,4435,6.31,6.25,3.96
1,"Fair","F","SI2",65.1,60,3740,6.19,6.1,4
0.4,"Ideal","F","SI2",62.5,53,597,4.71,4.76,2.96
0.51,"Fair","E","SI1",55.8,61,1340,5.43,5.35,3.01
0.54,"Ideal","G","VVS2",60.8,56,1852,5.28,5.31,3.22
0.31,"Ideal","F","VVS1",61,56,840,4.39,4.43,2.69
0.77,"Ideal","I","VS1",61.5,59,2798,5.87,5.91,3.62
0.7,"Premium","I","VS1",62.9,61,2234,5.64,5.62,3.54
1.26,"Very Good","F","IF",60,60,14095,7.04,7.09,4.24
0.3,"Ideal","E","SI1",62.9,57,675,4.3,4.25,2.69
0.73,"Ideal","J","SI1",62,55,2184,5.75,5.86,3.6
1.01,"Ideal","E","VS1",61.5,57,7727,6.47,6.44,3.97
0.34,"Premium","I","VS2",61.8,58,477,4.48,4.51,2.78
0.32,"Ideal","H","VS1",61.8,55,561,4.41,4.42,2.73
1.51,"Premium","I","VS1",62.3,60,9467,7.28,7.32,4.55
1.71,"Very Good","J","VS1",61.2,59,9707,7.65,7.72,4.7
0.3,"Very Good","H","SI2",63.4,55,422,4.26,4.22,2.69
0.35,"Premium","E","VS1",62.2,58,718,4.47,4.5,2.79
0.58,"Ideal","G","VS2",61.1,55,1951,5.42,5.38,3.3
0.37,"Ideal","H","SI1",60.9,57,552,4.63,4.67,2.83
1,"Very Good","E","SI2",60.5,59,4435,6.44,6.48,3.91
0.31,"Ideal","E","VS2",61.9,55,872,4.39,4.36,2.71
1.23,"Premium","J","VS1",60.1,60,5304,6.95,6.9,4.16
0.64,"Very Good","F","SI1",60.7,59,1688,5.51,5.59,3.37
0.9,"Very Good","G","SI1",63.6,57,3718,6.07,6.13,3.88
1.07,"Ideal","G","VS2",61.6,57,7577,6.55,6.61,4.05
1.3,"Premium","I","VS2",60.1,58,6442,7.1,7.14,4.28
1.29,"Ideal","G","VVS2",62.4,57,10807,6.97,6.94,4.34
0.62,"Ideal","G","IF",61.8,56,3310,5.45,5.48,3.38
2.05,"Premium","I","SI2",62,58,9850,8.13,8.08,5.02
0.3,"Ideal","I","VS2",62.1,54,438,4.32,4.35,2.69
0.7,"Fair","F","I1",65.9,57,1158,5.64,5.5,3.67
0.56,"Premium","E","VS1",62.6,58,1930,5.23,5.28,3.29
1.14,"Ideal","F","VVS1",61.6,57,9259,6.71,6.76,4.15
0.52,"Premium","G","VS1",62.4,59,1815,5.16,5.13,3.21
1.01,"Good","G","VVS2",63.2,59,7137,6.27,6.35,3.99
0.52,"Very Good","D","VS2",60.6,56,1822,5.22,5.25,3.17
0.29,"Good","E","VVS2",62.7,61,633,4.2,4.22,2.64
0.53,"Ideal","D","VS2",61.2,56,1857,5.2,5.23,3.19
1.06,"Premium","F","SI2",62.5,58,4719,6.54,6.41,4.05
0.7,"Very Good","D","VS2",62.5,55,3052,5.65,5.71,3.55
0.3,"Good","I","VVS1",63.8,56,552,4.23,4.26,2.71
1.2,"Ideal","J","SI1",63,57,4234,6.74,6.64,4.24
0.74,"Ideal","F","VVS1",60.9,57,4013,5.83,5.86,3.56
0.3,"Premium","E","VVS2",60.1,59,789,4.32,4.37,2.61
0.7,"Premium","D","VS1",61,59,3501,5.79,5.72,3.51
0.73,"Premium","I","VS1",61.2,59,2393,5.84,5.82,3.57
1,"Premium","D","SI1",62.1,61,5488,6.32,6.3,3.92
1,"Fair","D","SI2",64.5,54,4312,6.34,6.28,4.07
0.72,"Ideal","G","SI1",63,56,2385,5.71,5.68,3.59
0.32,"Ideal","G","VVS1",61.7,56,779,4.39,4.42,2.72
1.14,"Premium","G","SI1",63,59,5273,6.68,6.62,4.19
0.33,"Ideal","H","VVS1",62.1,55,965,4.44,4.42,2.75
0.54,"Ideal","G","VVS1",61.8,55,2236,5.27,5.24,3.25
0.48,"Premium","F","SI1",61.1,61,1170,5.05,5,3.07
0.5,"Fair","G","VVS2",62.9,67,1791,5.02,4.96,3.14
0.42,"Very Good","D","SI1",63,57,756,4.77,4.81,3.02
1.51,"Ideal","D","SI1",60.7,59,12648,7.47,7.42,4.52
0.63,"Premium","H","VVS1",61.3,61,2177,5.49,5.44,3.35
0.7,"Ideal","J","SI2",61.6,57,1826,5.68,5.65,3.49
0.9,"Ideal","E","VVS2",62.8,54,7286,6.11,6.21,3.87
1,"Premium","F","VS1",59.2,60,7056,6.53,6.48,3.85
0.53,"Ideal","D","VVS1",62.5,54,2905,5.16,5.21,3.24
1.01,"Ideal","E","SI1",62.2,57,5973,6.41,6.35,3.97
0.4,"Ideal","G","VVS1",62.4,54,1043,4.74,4.78,2.97
0.53,"Very Good","F","SI1",62.9,57,1268,5.15,5.18,3.25
1.13,"Ideal","I","SI2",61.7,57,4385,6.7,6.59,4.13
0.24,"Ideal","G","IF",61.3,57,559,4,4.03,2.46
0.57,"Premium","E","VS2",63,59,1778,5.29,5.25,3.32
0.54,"Ideal","G","VS2",60.4,57,1637,5.33,5.26,3.2
1.2,"Ideal","G","VVS2",60.9,56,11530,6.86,6.91,4.19
0.52,"Ideal","E","VS2",62.6,57,1815,5.17,5.09,3.21
0.53,"Premium","D","VS2",60.4,58,1857,5.23,5.26,3.17
1.08,"Premium","G","SI2",60.3,58,4442,6.72,6.65,4.03
0.3,"Very Good","E","VS2",62.6,58,658,4.25,4.28,2.67
1.39,"Very Good","I","VS1",62.2,57,7893,7.17,7.1,4.44
0.59,"Ideal","D","SI1",62.1,56,1684,5.36,5.4,3.34
1.52,"Good","J","SI1",63.6,60,6897,7.21,7.25,4.6
0.77,"Very Good","G","VS1",62.3,58,3240,5.82,5.86,3.64
0.72,"Ideal","E","VVS1",61.6,56,4702,5.75,5.77,3.55
0.35,"Premium","E","SI1",60.8,60,788,4.57,4.51,2.76
0.39,"Good","E","VVS2",61.5,61,943,4.73,4.74,2.91
0.26,"Premium","E","VVS1",62.3,60,769,4.09,4.07,2.54
0.7,"Very Good","F","VS2",63,58,2507,5.59,5.62,3.53
0.5,"Good","I","SI2",65.3,56,855,4.91,5.01,3.24
0.93,"Premium","E","SI2",60.5,57,4250,6.37,6.32,3.84
1.01,"Good","E","SI1",63.4,59,4912,6.34,6.38,4.03
1.22,"Ideal","H","VS1",62.3,55,7418,6.8,6.84,4.25
0.91,"Very Good","E","SI1",63.1,58,4434,6.17,6.12,3.88
0.33,"Premium","E","VS2",61,60,928,4.46,4.43,2.71
1.22,"Very Good","J","SI1",62.2,59,5029,6.77,6.8,4.22
0.42,"Very Good","F","VVS1",63,59,1154,4.75,4.81,3.01
0.5,"Very Good","F","VS1",62.6,59,1738,5.03,5.06,3.16
0.6,"Ideal","G","VVS1",62,55.5,2524,5.37,5.42,3.35
1.02,"Fair","I","SI2",66.2,57,3290,6.34,6.26,4.17
1.21,"Ideal","H","SI1",62.6,53,6025,6.87,6.8,4.28
0.51,"Ideal","F","VVS2",61.4,56,2025,5.16,5.17,3.17
0.73,"Fair","F","SI2",59.2,64,2164,5.92,5.83,3.48
1.01,"Premium","G","VS1",59.9,59,6239,6.48,6.51,3.89
0.33,"Ideal","E","VVS1",61.2,55,1174,4.48,4.51,2.75
0.55,"Premium","I","VVS1",61.3,59,1593,5.27,5.3,3.24
0.41,"Premium","F","SI1",61.8,58,969,4.76,4.75,2.94
0.38,"Ideal","F","VS2",61.9,55,969,4.68,4.64,2.89
0.66,"Premium","J","SI1",61,61,1188,5.64,5.59,3.43
0.4,"Premium","F","VVS2",60.8,59,1163,4.76,4.72,2.88
1.56,"Premium","I","VVS2",60.5,58,8858,7.53,7.45,4.53
0.23,"Very Good","G","VVS2",58.1,59,438,4.09,4.03,2.36
0.57,"Premium","E","SI2",62.5,54,1058,5.35,5.3,3.33
2.52,"Premium","H","SI2",62.4,57,17522,8.72,8.66,5.43
1.64,"Premium","H","SI1",59.3,61,11159,7.68,7.64,4.54
0.51,"Ideal","H","VS1",62,56,1668,5.14,5.17,3.2
1.1,"Premium","H","SI2",58.9,57,4497,6.86,6.82,4.03
0.36,"Very Good","G","VVS2",61.9,58,821,4.54,4.6,2.83
1.52,"Premium","J","VS1",62.2,59,8580,7.38,7.32,4.57
1.51,"Premium","H","VS2",60.7,58,10685,7.45,7.4,4.51
0.24,"Very Good","E","VVS2",60.3,58,552,4.03,4.06,2.44
1.03,"Premium","I","VS1",60.4,59,5104,6.57,6.51,3.95
0.38,"Ideal","E","VS1",62.1,57,1027,4.62,4.65,2.88
1.5,"Ideal","F","VS2",60.3,57,12641,7.42,7.33,4.45
0.36,"Ideal","F","VS1",61.9,56,789,4.56,4.59,2.83
0.64,"Premium","E","VVS2",62.1,58,2870,5.56,5.51,3.44
1.52,"Very Good","F","SI2",62.3,59,8192,7.33,7.37,4.58
0.34,"Premium","E","SI2",59.9,59,612,4.57,4.55,2.73
1.06,"Ideal","F","VS2",61.2,57,7592,6.58,6.55,4.02
1.54,"Premium","F","SI1",60.9,59,11790,7.46,7.56,4.57
0.33,"Ideal","D","VS1",61,56,1077,4.47,4.45,2.72
1.01,"Ideal","D","SI2",61.2,56,4753,6.41,6.46,3.94
2.53,"Fair","H","SI2",64.6,59,17103,8.54,8.45,5.4
0.7,"Good","E","VS1",65.5,57,2657,5.46,5.54,3.6
0.3,"Ideal","G","SI1",62.3,54,469,4.29,4.32,2.68
1.04,"Premium","E","SI2",61.6,58,3914,6.52,6.45,3.99
0.42,"Ideal","G","SI1",62,54,799,4.85,4.82,3
2.01,"Premium","F","SI2",62.4,58,14279,8.08,8.05,5.03
0.52,"Ideal","E","SI1",60.9,57,1713,5.17,5.2,3.16
0.74,"Very Good","E","SI2",63.1,57,2617,5.8,5.76,3.65
1.08,"Good","E","SI1",63.1,59,5096,6.49,6.53,4.11
0.9,"Fair","I","VVS2",67,56,3074,5.91,5.83,3.93
0.38,"Very Good","G","SI1",62.4,59,666,4.59,4.64,2.88
1.31,"Ideal","G","VS1",61.6,57,12008,6.99,7.04,4.32
1.19,"Good","E","VS2",57.4,60,7064,7,6.9,3.99
0.6,"Ideal","E","VS2",61.8,56,1897,5.41,5.46,3.36
0.32,"Ideal","I","VS1",60.9,57,523,4.43,4.47,2.71
0.8,"Premium","F","SI2",58.5,62,2371,6.08,6.05,3.55
0.24,"Very Good","E","VS1",62.5,55,412,3.96,3.98,2.48
0.47,"Ideal","G","IF",62.1,54,1814,4.99,5.02,3.11
0.4,"Premium","H","VS1",62.6,58,807,4.68,4.71,2.94
0.32,"Ideal","E","VVS2",62.3,56,842,4.37,4.4,2.73
0.5,"Premium","E","VS2",63,58,1583,5.07,5.02,3.18
0.52,"Ideal","G","VVS2",62.1,56,1911,5.14,5.17,3.2
0.52,"Ideal","G","VS2",61.2,56,1586,5.16,5.2,3.17
0.3,"Ideal","G","IF",61,56,844,4.34,4.37,2.65
1.36,"Good","E","SI2",58,64,6397,7.26,7.19,4.19
1.5,"Premium","I","SI2",60.8,58,7526,7.34,7.24,4.43
0.3,"Premium","I","VVS1",62.2,58,709,4.31,4.28,2.67
0.63,"Premium","E","VS1",60.4,58,2171,5.59,5.64,3.39
1.5,"Premium","G","VS1",62.4,60,13009,7.29,7.22,4.53
0.51,"Very Good","E","SI2",63.3,56,1239,5.12,5.08,3.23
0.3,"Premium","H","VS1",60.1,61,675,4.32,4.3,2.59
0.41,"Premium","F","VS1",60.8,58,1076,4.82,4.76,2.91
2.03,"Very Good","D","SI2",63.1,58,13858,8.02,7.98,5.05
0.34,"Good","F","SI2",63.9,56,536,4.43,4.4,2.82
0.3,"Very Good","G","VS1",60.3,57,620,4.33,4.35,2.62
1.03,"Ideal","F","SI2",60.5,58,4586,6.55,6.49,3.94
0.3,"Ideal","D","SI2",61.1,58,413,4.31,4.33,2.64
1.55,"Ideal","J","VS1",59.5,60,8959,7.53,7.56,4.49
0.77,"Very Good","G","VVS2",62.8,58,3829,5.84,5.78,3.65
0.73,"Ideal","J","VS2",62.3,55,2101,5.74,5.78,3.59
1.02,"Ideal","F","SI2",61,58,4457,6.48,6.51,3.96
0.23,"Very Good","E","VVS1",59.9,55,682,3.99,4.13,2.43
0.3,"Ideal","G","SI1",62,53,477,4.33,4.38,2.7
0.31,"Ideal","D","SI2",62.8,53,593,4.37,4.35,2.74
2.23,"Premium","J","VS2",61,58,14867,8.39,8.36,5.11
0.32,"Very Good","E","SI1",62.2,57,561,4.38,4.43,2.74
0.33,"Premium","E","VS2",62,59,723,4.39,4.41,2.73
0.53,"Ideal","H","VS2",62.4,56,1412,5.18,5.17,3.23
0.53,"Ideal","F","VS1",62,55,1908,5.2,5.15,3.21
1.91,"Fair","H","SI2",64.6,56,6632,7.76,7.7,4.99
0.7,"Very Good","E","VS1",63.4,57,3095,5.63,5.67,3.58
1,"Very Good","H","VS1",64.2,53,5619,6.27,6.34,4.05
2.55,"Good","H","SI2",63.7,59,14775,8.66,8.57,5.49
0.4,"Ideal","E","VS2",61.9,54,1020,4.74,4.73,2.93
0.7,"Premium","F","VS2",61.7,58,2838,5.69,5.63,3.49
2.51,"Good","I","SI2",63.7,61,14209,8.51,8.48,5.41
2.27,"Ideal","I","SI2",60.5,55,12939,8.63,8.53,5.19
0.23,"Good","E","VVS2",64.5,55,472,3.85,3.9,2.5
2.03,"Ideal","I","VS2",59.9,60,15826,8.17,8.27,4.92
0.54,"Very Good","D","SI1",60,59.8,1593,5.3,5.34,3.18
0.57,"Very Good","I","SI1",61.8,57,1173,5.31,5.34,3.29
0.42,"Ideal","G","VVS1",61.2,56,1179,4.85,4.86,2.97
1.04,"Premium","G","IF",60.7,58,8813,6.65,6.52,4
0.54,"Very Good","F","SI1",63.5,58,1944,5.21,5.15,3.29
0.41,"Ideal","F","VS1",61.3,55,1076,4.83,4.79,2.95
0.5,"Very Good","H","VS1",61.6,57,1598,5.11,5.13,3.15
1.01,"Ideal","H","SI2",61.6,56,3501,6.48,6.44,3.98
0.33,"Ideal","D","VS2",61.5,56,940,4.47,4.5,2.76
0.41,"Very Good","E","SI1",63.2,57,667,4.69,4.74,2.98
0.7,"Good","D","SI1",62.6,60,2681,5.57,5.61,3.5
0.59,"Ideal","D","VS1",60.9,56,2175,5.39,5.44,3.3
0.72,"Very Good","E","VS2",60,57,3550,5.81,5.86,3.5
0.55,"Premium","D","VS1",62,58,1975,5.26,5.28,3.27
0.61,"Good","E","I1",63.4,57.1,1168,5.37,5.43,3.42
1,"Premium","E","SI2",58.5,61,4202,6.52,6.48,3.8
0.35,"Premium","D","SI1",61.5,58,601,4.53,4.55,2.79
0.72,"Ideal","E","VS2",60.9,56,3301,5.81,5.84,3.55
1.19,"Ideal","F","VS1",60.5,57,10449,6.82,6.88,4.15
0.31,"Ideal","G","VS1",62.1,55,625,4.33,4.37,2.7
2.01,"Ideal","I","SI1",62.4,54,12617,8.04,7.96,5
0.92,"Ideal","E","SI2",62.1,57,3941,6.26,6.2,3.87
0.34,"Ideal","J","VS1",61.9,53.9,469,4.5,4.53,2.79
1.02,"Ideal","I","SI2",62.8,58,4189,6.37,6.41,4.01
0.82,"Very Good","I","SI1",62.3,58,2602,5.94,6,3.72
0.31,"Premium","D","SI1",60.9,60,571,4.38,4.39,2.67
1.01,"Good","D","VS2",64,58,6176,6.3,6.24,4.01
0.34,"Ideal","E","SI1",62.1,55,765,4.51,4.47,2.79
0.9,"Good","F","VS2",63.6,59,4234,6.11,6.06,3.87
0.42,"Ideal","F","VS2",62,55,872,4.79,4.82,2.98
0.35,"Ideal","H","IF",61.9,55,921,4.51,4.54,2.8
2.29,"Fair","J","VS2",57,66,13701,8.8,8.6,4.98
0.72,"Very Good","E","VS2",63.8,57,3035,5.66,5.69,3.62
0.7,"Very Good","F","VVS1",63.3,62,3204,5.67,5.57,3.56
0.9,"Ideal","E","SI2",62.1,56,3804,6.25,6.19,3.86
0.31,"Ideal","E","VS2",61.3,56,680,4.34,4.37,2.67
1.01,"Very Good","J","SI2",62.7,55,3793,6.42,6.44,4.03
1.26,"Ideal","G","VVS1",62.1,57,10720,6.91,7.01,4.32
0.5,"Ideal","G","VVS1",62.2,56,1966,5.1,5.12,3.18
0.9,"Ideal","D","VS1",61.9,59,7393,6.14,6.17,3.81
0.74,"Premium","H","SI1",62.4,58,2300,5.75,5.7,3.57
0.36,"Ideal","F","IF",61.7,55,1210,4.58,4.62,2.84
0.45,"Premium","G","SI2",62,62,803,4.96,4.86,3.05
1.62,"Premium","I","VS2",60.1,59,10669,7.63,7.6,4.58
0.73,"Ideal","E","VS2",61.5,56,3310,5.79,5.82,3.57
0.31,"Very Good","F","VVS1",61.8,59,897,4.33,4.35,2.68
1,"Ideal","F","VVS2",61.3,56,5914,6.44,6.41,3.94
1.76,"Ideal","I","VS1",62,57,11722,7.74,7.71,4.79
0.85,"Ideal","E","SI1",62.8,56,3503,6.05,6.02,3.79
0.53,"Very Good","E","VS1",63,56,1776,5.13,5.16,3.24
0.91,"Premium","H","VVS1",62.5,59,5032,6.16,6.19,3.86
0.4,"Ideal","D","SI1",59.6,57,772,4.77,4.82,2.86
0.72,"Ideal","F","SI1",61.7,59,2706,5.75,5.79,3.56
1.5,"Very Good","G","SI1",63.1,59,10139,7.22,7.27,4.57
2.2,"Ideal","J","SI1",61.5,57,14593,8.41,8.37,5.16
0.54,"Ideal","D","VVS1",61.2,57,3494,5.25,5.27,3.22
1.01,"Good","E","SI1",60.9,64,4853,6.29,6.22,3.81
0.36,"Ideal","G","VVS2",62.3,56,776,4.55,4.57,2.84
